,articleid,level,sentiment_score,sentiment_magnitude,language,sentence_text,byline,section,item_type,material_type_facet,des_facet,org_facet,per_facet,geo_facet,title,abstract,first_published_date,first_published_date_parsed
3,14soccer-rashford-ES,sentence,0.0,0.0,,Lo hace porque recuerda su infancia: él vivió esas carencias.,BY RORY SMITH,en Español,Article,News,"['Soccer', 'Poverty', 'Children and Childhood', 'Philanthropy', 'Coronavirus (2019-nCoV)']","['Manchester United (Soccer Team)', 'FareShare (Great Britain)']","['Rashford, Marcus (1997- )']",['Great Britain'],"Marcus Rashford, un futbolista que hace la diferencia",La estrella del Manchester United se ha dedicado a respaldar una campaña para que los niños británicos no pasen hambre durante la pandemia. Lo hace porque recuerda su infancia: él vivió esas carencias.,2020-05-14T19:29:23-04:00,2020-05-15 00:29:23+01:00
0,14virus-states,document,0.0,0.10000000149011612,en,,"BY KAY NOLAN, JULIE BOSMAN AND CAMPBELL ROBERTSON",U.S.,Article,News,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Governors (US)', 'States (US)', 'Coronavirus Reopenings', 'Civil Rights and Liberties']",,"['Evers, Tony (1951- )', 'Whitmer, Gretchen', 'Wolf, Thomas W']","['Michigan', 'Pennsylvania', 'Wisconsin']","In 3 Key States That Elected Trump, Bitter Divisions on Reopening","With Democratic governors and Republican legislatures, ending stay-at-home orders mixes health guidance and partisan politics.",2020-05-14T19:27:03-04:00,2020-05-15 00:27:03+01:00
1,14virus-states,sentence,0.0,0.0,,"In 3 Key States That Elected Trump, Bitter Divisions on Reopening.","BY KAY NOLAN, JULIE BOSMAN AND CAMPBELL ROBERTSON",U.S.,Article,News,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Governors (US)', 'States (US)', 'Coronavirus Reopenings', 'Civil Rights and Liberties']",,"['Evers, Tony (1951- )', 'Whitmer, Gretchen', 'Wolf, Thomas W']","['Michigan', 'Pennsylvania', 'Wisconsin']","In 3 Key States That Elected Trump, Bitter Divisions on Reopening","With Democratic governors and Republican legislatures, ending stay-at-home orders mixes health guidance and partisan politics.",2020-05-14T19:27:03-04:00,2020-05-15 00:27:03+01:00
2,14virus-states,sentence,0.0,0.0,,"With Democratic governors and Republican legislatures, ending stay-at-home orders mixes health guidance and partisan politics.","BY KAY NOLAN, JULIE BOSMAN AND CAMPBELL ROBERTSON",U.S.,Article,News,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots', 'Governors (US)', 'States (US)', 'Coronavirus Reopenings', 'Civil Rights and Liberties']",,"['Evers, Tony (1951- )', 'Whitmer, Gretchen', 'Wolf, Thomas W']","['Michigan', 'Pennsylvania', 'Wisconsin']","In 3 Key States That Elected Trump, Bitter Divisions on Reopening","With Democratic governors and Republican legislatures, ending stay-at-home orders mixes health guidance and partisan politics.",2020-05-14T19:27:03-04:00,2020-05-15 00:27:03+01:00
0,14dc-scotus-prison,document,-0.20000000298023224,0.6000000238418579,en,,BY ADAM LIPTAK,U.S.,Article,News,"['Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Epidemics']",['Supreme Court (US)'],"['Ginsburg, Ruth Bader', 'Sotomayor, Sonia']",['Texas'],Supreme Court Rejects Bid for Virus Protections in Texas Prison,The case was brought by two older inmates who said their lives were endangered by prison policies.,2020-05-14T19:21:04-04:00,2020-05-15 00:21:04+01:00
1,14dc-scotus-prison,sentence,0.0,0.0,,Supreme Court Rejects Bid for Virus Protections in Texas Prison.,BY ADAM LIPTAK,U.S.,Article,News,"['Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Epidemics']",['Supreme Court (US)'],"['Ginsburg, Ruth Bader', 'Sotomayor, Sonia']",['Texas'],Supreme Court Rejects Bid for Virus Protections in Texas Prison,The case was brought by two older inmates who said their lives were endangered by prison policies.,2020-05-14T19:21:04-04:00,2020-05-15 00:21:04+01:00
2,14dc-scotus-prison,sentence,-0.5,0.5,,The case was brought by two older inmates who said their lives were endangered by prison policies.,BY ADAM LIPTAK,U.S.,Article,News,"['Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Epidemics']",['Supreme Court (US)'],"['Ginsburg, Ruth Bader', 'Sotomayor, Sonia']",['Texas'],Supreme Court Rejects Bid for Virus Protections in Texas Prison,The case was brought by two older inmates who said their lives were endangered by prison policies.,2020-05-14T19:21:04-04:00,2020-05-15 00:21:04+01:00
0,14MillerAdams,document,0.0,0.699999988079071,en,,BY MICHELLE MILLER-ADAMS,Opinion,Article,Op-Ed,"['Colleges and Universities', 'Tuition', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Recession and Depression', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",,"['Whitmer, Gretchen']",['Michigan'],We Need Tuition-Free College. For Adults.,"Much as the G.I. Bill served to power the postwar American economy, a federal guarantee of education for workers could accelerate an economic recovery now.",2020-05-14T19:00:06-04:00,2020-05-15 00:00:06+01:00
1,14MillerAdams,sentence,-0.20000000298023224,0.20000000298023224,,We Need Tuition-Free College.,BY MICHELLE MILLER-ADAMS,Opinion,Article,Op-Ed,"['Colleges and Universities', 'Tuition', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Recession and Depression', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",,"['Whitmer, Gretchen']",['Michigan'],We Need Tuition-Free College. For Adults.,"Much as the G.I. Bill served to power the postwar American economy, a federal guarantee of education for workers could accelerate an economic recovery now.",2020-05-14T19:00:06-04:00,2020-05-15 00:00:06+01:00
2,14MillerAdams,sentence,0.0,0.0,,For Adults..,BY MICHELLE MILLER-ADAMS,Opinion,Article,Op-Ed,"['Colleges and Universities', 'Tuition', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Recession and Depression', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",,"['Whitmer, Gretchen']",['Michigan'],We Need Tuition-Free College. For Adults.,"Much as the G.I. Bill served to power the postwar American economy, a federal guarantee of education for workers could accelerate an economic recovery now.",2020-05-14T19:00:06-04:00,2020-05-15 00:00:06+01:00
3,14MillerAdams,sentence,0.20000000298023224,0.20000000298023224,,Much as the G.I.,BY MICHELLE MILLER-ADAMS,Opinion,Article,Op-Ed,"['Colleges and Universities', 'Tuition', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Recession and Depression', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",,"['Whitmer, Gretchen']",['Michigan'],We Need Tuition-Free College. For Adults.,"Much as the G.I. Bill served to power the postwar American economy, a federal guarantee of education for workers could accelerate an economic recovery now.",2020-05-14T19:00:06-04:00,2020-05-15 00:00:06+01:00
4,14MillerAdams,sentence,0.20000000298023224,0.20000000298023224,,"Bill served to power the postwar American economy, a federal guarantee of education for workers could accelerate an economic recovery now.",BY MICHELLE MILLER-ADAMS,Opinion,Article,Op-Ed,"['Colleges and Universities', 'Tuition', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Recession and Depression', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']",,"['Whitmer, Gretchen']",['Michigan'],We Need Tuition-Free College. For Adults.,"Much as the G.I. Bill served to power the postwar American economy, a federal guarantee of education for workers could accelerate an economic recovery now.",2020-05-14T19:00:06-04:00,2020-05-15 00:00:06+01:00
0,14dc-ufo,document,0.0,0.5,en,,BY RALPH BLUMENTHAL AND LESLIE KEAN,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'United States Defense and Military Forces', 'Military Aircraft', 'Freedom of Information Act']","['Defense Department', 'United States Navy']",,"['Atlantic Ocean', 'Virginia']",Navy Reports Describe Encounters With Unexplained Flying Objects,"While some of the encounters have been reported publicly before, the Navy records are an official accounting of the incidents, including descriptions from the pilots of what they saw.",2020-05-14T18:46:59-04:00,2020-05-14 23:46:59+01:00
1,14dc-ufo,sentence,0.20000000298023224,0.20000000298023224,,Navy Reports Describe Encounters With Unexplained Flying Objects.,BY RALPH BLUMENTHAL AND LESLIE KEAN,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'United States Defense and Military Forces', 'Military Aircraft', 'Freedom of Information Act']","['Defense Department', 'United States Navy']",,"['Atlantic Ocean', 'Virginia']",Navy Reports Describe Encounters With Unexplained Flying Objects,"While some of the encounters have been reported publicly before, the Navy records are an official accounting of the incidents, including descriptions from the pilots of what they saw.",2020-05-14T18:46:59-04:00,2020-05-14 23:46:59+01:00
2,14dc-ufo,sentence,-0.30000001192092896,0.30000001192092896,,"While some of the encounters have been reported publicly before, the Navy records are an official accounting of the incidents, including descriptions from the pilots of what they saw.",BY RALPH BLUMENTHAL AND LESLIE KEAN,U.S.,Article,News,"['Aviation Accidents, Safety and Disasters', 'United States Defense and Military Forces', 'Military Aircraft', 'Freedom of Information Act']","['Defense Department', 'United States Navy']",,"['Atlantic Ocean', 'Virginia']",Navy Reports Describe Encounters With Unexplained Flying Objects,"While some of the encounters have been reported publicly before, the Navy records are an official accounting of the incidents, including descriptions from the pilots of what they saw.",2020-05-14T18:46:59-04:00,2020-05-14 23:46:59+01:00
0,14dc-gleeson,document,-0.30000001192092896,0.699999988079071,en,,BY ALAN FEUER,U.S.,Article,News,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Appointments and Executive Changes', 'Organized Crime', 'United States Politics and Government']",['Justice Department'],"['Barr, William P', 'Flynn, Michael T', 'Gleeson, John', 'Gotti, John J', 'Sullivan, Emmet G', 'Trump, Donald J']",,Outsider Tapped in Flynn Case Regarded as ‘Straight Arrow’,"John Gleeson, a retired federal judge and former mob prosecutor, will oppose the Justice Department’s move to drop a charge against President Trump’s former national security adviser.",2020-05-14T18:45:34-04:00,2020-05-14 23:45:34+01:00
1,14dc-gleeson,sentence,0.0,0.0,,Outsider Tapped in Flynn Case Regarded as ‘Straight Arrow’.,BY ALAN FEUER,U.S.,Article,News,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Appointments and Executive Changes', 'Organized Crime', 'United States Politics and Government']",['Justice Department'],"['Barr, William P', 'Flynn, Michael T', 'Gleeson, John', 'Gotti, John J', 'Sullivan, Emmet G', 'Trump, Donald J']",,Outsider Tapped in Flynn Case Regarded as ‘Straight Arrow’,"John Gleeson, a retired federal judge and former mob prosecutor, will oppose the Justice Department’s move to drop a charge against President Trump’s former national security adviser.",2020-05-14T18:45:34-04:00,2020-05-14 23:45:34+01:00
2,14dc-gleeson,sentence,-0.699999988079071,0.699999988079071,,"John Gleeson, a retired federal judge and former mob prosecutor, will oppose the Justice Department’s move to drop a charge against President Trump’s former national security adviser.",BY ALAN FEUER,U.S.,Article,News,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Appointments and Executive Changes', 'Organized Crime', 'United States Politics and Government']",['Justice Department'],"['Barr, William P', 'Flynn, Michael T', 'Gleeson, John', 'Gotti, John J', 'Sullivan, Emmet G', 'Trump, Donald J']",,Outsider Tapped in Flynn Case Regarded as ‘Straight Arrow’,"John Gleeson, a retired federal judge and former mob prosecutor, will oppose the Justice Department’s move to drop a charge against President Trump’s former national security adviser.",2020-05-14T18:45:34-04:00,2020-05-14 23:45:34+01:00
0,14gang-takedown,document,-0.30000001192092896,0.699999988079071,en,,BY NICOLE HONG,New York,Article,News,"['Gangs', 'Murders, Attempted Murders and Homicides']",['Mara Salvatrucha (MS-13)'],"['Donoghue, Richard P (1967- )']","['Queens (NYC)', 'Long Island (NY)']","Screams in a Park, a Body With a Tattoo and MS-13 Is Now Accused","New federal charges accuse members of the gang of committing murders in a Queens park, on a subway platform and outside a residential home.",2020-05-14T18:37:23-04:00,2020-05-14 23:37:23+01:00
1,14gang-takedown,sentence,0.0,0.0,,"Screams in a Park, a Body With a Tattoo and MS-13 Is Now Accused.",BY NICOLE HONG,New York,Article,News,"['Gangs', 'Murders, Attempted Murders and Homicides']",['Mara Salvatrucha (MS-13)'],"['Donoghue, Richard P (1967- )']","['Queens (NYC)', 'Long Island (NY)']","Screams in a Park, a Body With a Tattoo and MS-13 Is Now Accused","New federal charges accuse members of the gang of committing murders in a Queens park, on a subway platform and outside a residential home.",2020-05-14T18:37:23-04:00,2020-05-14 23:37:23+01:00
2,14gang-takedown,sentence,-0.699999988079071,0.699999988079071,,"New federal charges accuse members of the gang of committing murders in a Queens park, on a subway platform and outside a residential home.",BY NICOLE HONG,New York,Article,News,"['Gangs', 'Murders, Attempted Murders and Homicides']",['Mara Salvatrucha (MS-13)'],"['Donoghue, Richard P (1967- )']","['Queens (NYC)', 'Long Island (NY)']","Screams in a Park, a Body With a Tattoo and MS-13 Is Now Accused","New federal charges accuse members of the gang of committing murders in a Queens park, on a subway platform and outside a residential home.",2020-05-14T18:37:23-04:00,2020-05-14 23:37:23+01:00
0,14BIDEN,document,-0.20000000298023224,0.6000000238418579,en,,BY KATIE GLUECK AND MAGGIE ASTOR,U.S.,Article,News,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Governors (US)', 'Mayors', 'United States Politics and Government']",['Democratic Party'],"['Biden, Joseph R Jr', 'Whitmer, Gretchen', 'Murphy, Philip D (1957- )', 'Lamont, Ned', 'Trump, Donald J']",,Biden on Assault Allegation: ‘I Wouldn’t Vote for Me if I Believed Tara Reade’,"Joseph R. Biden Jr. said Americans should “vote their heart,” but also sharpened his criticism of Ms. Reade’s claim. And he made appearances on Thursday with two women in the running to be his vice president.",2020-05-14T18:37:20-04:00,2020-05-14 23:37:20+01:00
1,14BIDEN,sentence,-0.30000001192092896,0.30000001192092896,,Biden on Assault Allegation: ‘I Wouldn’t Vote for Me if I Believed Tara Reade’.,BY KATIE GLUECK AND MAGGIE ASTOR,U.S.,Article,News,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Governors (US)', 'Mayors', 'United States Politics and Government']",['Democratic Party'],"['Biden, Joseph R Jr', 'Whitmer, Gretchen', 'Murphy, Philip D (1957- )', 'Lamont, Ned', 'Trump, Donald J']",,Biden on Assault Allegation: ‘I Wouldn’t Vote for Me if I Believed Tara Reade’,"Joseph R. Biden Jr. said Americans should “vote their heart,” but also sharpened his criticism of Ms. Reade’s claim. And he made appearances on Thursday with two women in the running to be his vice president.",2020-05-14T18:37:20-04:00,2020-05-14 23:37:20+01:00
2,14BIDEN,sentence,-0.20000000298023224,0.20000000298023224,,"Joseph R. Biden Jr. said Americans should “vote their heart,” but also sharpened his criticism of Ms. Reade’s claim.",BY KATIE GLUECK AND MAGGIE ASTOR,U.S.,Article,News,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Governors (US)', 'Mayors', 'United States Politics and Government']",['Democratic Party'],"['Biden, Joseph R Jr', 'Whitmer, Gretchen', 'Murphy, Philip D (1957- )', 'Lamont, Ned', 'Trump, Donald J']",,Biden on Assault Allegation: ‘I Wouldn’t Vote for Me if I Believed Tara Reade’,"Joseph R. Biden Jr. said Americans should “vote their heart,” but also sharpened his criticism of Ms. Reade’s claim. And he made appearances on Thursday with two women in the running to be his vice president.",2020-05-14T18:37:20-04:00,2020-05-14 23:37:20+01:00
3,14BIDEN,sentence,0.0,0.0,,And he made appearances on Thursday with two women in the running to be his vice president.,BY KATIE GLUECK AND MAGGIE ASTOR,U.S.,Article,News,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Governors (US)', 'Mayors', 'United States Politics and Government']",['Democratic Party'],"['Biden, Joseph R Jr', 'Whitmer, Gretchen', 'Murphy, Philip D (1957- )', 'Lamont, Ned', 'Trump, Donald J']",,Biden on Assault Allegation: ‘I Wouldn’t Vote for Me if I Believed Tara Reade’,"Joseph R. Biden Jr. said Americans should “vote their heart,” but also sharpened his criticism of Ms. Reade’s claim. And he made appearances on Thursday with two women in the running to be his vice president.",2020-05-14T18:37:20-04:00,2020-05-14 23:37:20+01:00
0,14krugman,document,-0.5,1.0,en,,BY PAUL KRUGMAN,Opinion,Article,Op-Ed,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Polls and Public Opinion', 'United States Economy', 'Global Warming', 'Dow Jones Stock Average']",['Republican Party'],"['Trump, Donald J']",,Covid-19 Reality Has a Liberal Bias,"Unfortunately, the virus doesn’t care about political spin.",2020-05-14T18:30:11-04:00,2020-05-14 23:30:11+01:00
1,14krugman,sentence,0.0,0.0,,Covid-19 Reality Has a Liberal Bias.,BY PAUL KRUGMAN,Opinion,Article,Op-Ed,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Polls and Public Opinion', 'United States Economy', 'Global Warming', 'Dow Jones Stock Average']",['Republican Party'],"['Trump, Donald J']",,Covid-19 Reality Has a Liberal Bias,"Unfortunately, the virus doesn’t care about political spin.",2020-05-14T18:30:11-04:00,2020-05-14 23:30:11+01:00
2,14krugman,sentence,-0.8999999761581421,0.8999999761581421,,"Unfortunately, the virus doesn’t care about political spin.",BY PAUL KRUGMAN,Opinion,Article,Op-Ed,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Polls and Public Opinion', 'United States Economy', 'Global Warming', 'Dow Jones Stock Average']",['Republican Party'],"['Trump, Donald J']",,Covid-19 Reality Has a Liberal Bias,"Unfortunately, the virus doesn’t care about political spin.",2020-05-14T18:30:11-04:00,2020-05-14 23:30:11+01:00
0,14Brooks,document,0.10000000149011612,0.8999999761581421,en,,BY DAVID BROOKS,Opinion,Article,Op-Ed,"['Shutdowns (Institutional)', 'Social Media', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)', 'Polls and Public Opinion']",,,,Ordinary People Are Leading the Leaders,America looks better from the bottom up.,2020-05-14T18:30:07-04:00,2020-05-14 23:30:07+01:00
1,14Brooks,sentence,-0.30000001192092896,0.30000001192092896,,Ordinary People Are Leading the Leaders.,BY DAVID BROOKS,Opinion,Article,Op-Ed,"['Shutdowns (Institutional)', 'Social Media', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)', 'Polls and Public Opinion']",,,,Ordinary People Are Leading the Leaders,America looks better from the bottom up.,2020-05-14T18:30:07-04:00,2020-05-14 23:30:07+01:00
2,14Brooks,sentence,0.6000000238418579,0.6000000238418579,,America looks better from the bottom up.,BY DAVID BROOKS,Opinion,Article,Op-Ed,"['Shutdowns (Institutional)', 'Social Media', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)', 'Polls and Public Opinion']",,,,Ordinary People Are Leading the Leaders,America looks better from the bottom up.,2020-05-14T18:30:07-04:00,2020-05-14 23:30:07+01:00
0,14dc-virus-bright,document,-0.20000000298023224,0.699999988079071,en,,BY SHERYL GAY STOLBERG,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Whistle-Blowers', 'Hydroxychloroquine (Drug)', 'Shortages']","['Biomedical Advanced Research and Development Authority', 'Health and Human Services Department', 'House of Representatives']","['Trump, Donald J', 'Bright, Rick A', 'Azar, Alex M II', 'Kadlec, Robert P']",,"‘Lives Were Lost’ as Warnings Went Unheeded, Whistle-Blower Tells House",Dr. Rick Bright testified that he made early appeals that the Trump administration prepare for the coronavirus. President Trump and his health secretary snapped back.,2020-05-14T18:29:14-04:00,2020-05-14 23:29:14+01:00
1,14dc-virus-bright,sentence,0.0,0.0,,"‘Lives Were Lost’ as Warnings Went Unheeded, Whistle-Blower Tells House.",BY SHERYL GAY STOLBERG,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Whistle-Blowers', 'Hydroxychloroquine (Drug)', 'Shortages']","['Biomedical Advanced Research and Development Authority', 'Health and Human Services Department', 'House of Representatives']","['Trump, Donald J', 'Bright, Rick A', 'Azar, Alex M II', 'Kadlec, Robert P']",,"‘Lives Were Lost’ as Warnings Went Unheeded, Whistle-Blower Tells House",Dr. Rick Bright testified that he made early appeals that the Trump administration prepare for the coronavirus. President Trump and his health secretary snapped back.,2020-05-14T18:29:14-04:00,2020-05-14 23:29:14+01:00
2,14dc-virus-bright,sentence,0.0,0.0,,Dr. Rick Bright testified that he made early appeals that the Trump administration prepare for the coronavirus.,BY SHERYL GAY STOLBERG,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Whistle-Blowers', 'Hydroxychloroquine (Drug)', 'Shortages']","['Biomedical Advanced Research and Development Authority', 'Health and Human Services Department', 'House of Representatives']","['Trump, Donald J', 'Bright, Rick A', 'Azar, Alex M II', 'Kadlec, Robert P']",,"‘Lives Were Lost’ as Warnings Went Unheeded, Whistle-Blower Tells House",Dr. Rick Bright testified that he made early appeals that the Trump administration prepare for the coronavirus. President Trump and his health secretary snapped back.,2020-05-14T18:29:14-04:00,2020-05-14 23:29:14+01:00
3,14dc-virus-bright,sentence,-0.6000000238418579,0.6000000238418579,,President Trump and his health secretary snapped back.,BY SHERYL GAY STOLBERG,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Whistle-Blowers', 'Hydroxychloroquine (Drug)', 'Shortages']","['Biomedical Advanced Research and Development Authority', 'Health and Human Services Department', 'House of Representatives']","['Trump, Donald J', 'Bright, Rick A', 'Azar, Alex M II', 'Kadlec, Robert P']",,"‘Lives Were Lost’ as Warnings Went Unheeded, Whistle-Blower Tells House",Dr. Rick Bright testified that he made early appeals that the Trump administration prepare for the coronavirus. President Trump and his health secretary snapped back.,2020-05-14T18:29:14-04:00,2020-05-14 23:29:14+01:00
0,14tsmc,document,0.0,0.8999999761581421,en,,BY DON CLARK AND ANA SWANSON,Technology,Article,News,"['Computer Chips', 'Factories and Manufacturing', 'International Trade and World Market', 'United States Politics and Government', 'United States Defense and Military Forces']","['Taiwan Semiconductor Manufacturing Company Ltd', 'Commerce Department']","['Trump, Donald J']",,"T.S.M.C. Is Set to Build a U.S. Chip Facility, a Win for Trump",The White House has called for building up U.S. manufacturing and criticized a tech supply chain centered in China.,2020-05-14T18:22:37-04:00,2020-05-14 23:22:37+01:00
1,14tsmc,sentence,0.30000001192092896,0.30000001192092896,,T.S.M.C.,BY DON CLARK AND ANA SWANSON,Technology,Article,News,"['Computer Chips', 'Factories and Manufacturing', 'International Trade and World Market', 'United States Politics and Government', 'United States Defense and Military Forces']","['Taiwan Semiconductor Manufacturing Company Ltd', 'Commerce Department']","['Trump, Donald J']",,"T.S.M.C. Is Set to Build a U.S. Chip Facility, a Win for Trump",The White House has called for building up U.S. manufacturing and criticized a tech supply chain centered in China.,2020-05-14T18:22:37-04:00,2020-05-14 23:22:37+01:00
2,14tsmc,sentence,0.0,0.0,,"Is Set to Build a U.S. Chip Facility, a Win for Trump.",BY DON CLARK AND ANA SWANSON,Technology,Article,News,"['Computer Chips', 'Factories and Manufacturing', 'International Trade and World Market', 'United States Politics and Government', 'United States Defense and Military Forces']","['Taiwan Semiconductor Manufacturing Company Ltd', 'Commerce Department']","['Trump, Donald J']",,"T.S.M.C. Is Set to Build a U.S. Chip Facility, a Win for Trump",The White House has called for building up U.S. manufacturing and criticized a tech supply chain centered in China.,2020-05-14T18:22:37-04:00,2020-05-14 23:22:37+01:00
3,14tsmc,sentence,-0.5,0.5,,The White House has called for building up U.S. manufacturing and criticized a tech supply chain centered in China.,BY DON CLARK AND ANA SWANSON,Technology,Article,News,"['Computer Chips', 'Factories and Manufacturing', 'International Trade and World Market', 'United States Politics and Government', 'United States Defense and Military Forces']","['Taiwan Semiconductor Manufacturing Company Ltd', 'Commerce Department']","['Trump, Donald J']",,"T.S.M.C. Is Set to Build a U.S. Chip Facility, a Win for Trump",The White House has called for building up U.S. manufacturing and criticized a tech supply chain centered in China.,2020-05-14T18:22:37-04:00,2020-05-14 23:22:37+01:00
0,14mag-btc,document,-0.4000000059604645,0.800000011920929,en,,,Magazine,Article,News,['Design'],,,,Behind the Cover: Funeral Homes,"For this issue, a look at how funeral homes are struggling to fulfill their mission to grieving families.",2020-05-14T18:18:30-04:00,2020-05-14 23:18:30+01:00
1,14mag-btc,sentence,0.0,0.0,,Behind the Cover: Funeral Homes.,,Magazine,Article,News,['Design'],,,,Behind the Cover: Funeral Homes,"For this issue, a look at how funeral homes are struggling to fulfill their mission to grieving families.",2020-05-14T18:18:30-04:00,2020-05-14 23:18:30+01:00
2,14mag-btc,sentence,-0.699999988079071,0.699999988079071,,"For this issue, a look at how funeral homes are struggling to fulfill their mission to grieving families.",,Magazine,Article,News,['Design'],,,,Behind the Cover: Funeral Homes,"For this issue, a look at how funeral homes are struggling to fulfill their mission to grieving families.",2020-05-14T18:18:30-04:00,2020-05-14 23:18:30+01:00
0,14njvirus-officer,document,-0.10000000149011612,0.4000000059604645,en,,BY MARIA CRAMER,New York,Article,News,"['Police', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']",,"['Roberts, Charles E (d 2020)']",['Glen Ridge (NJ)'],The Virus Killed an Officer. His Town Lined the Streets to Mourn Him.,"Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",2020-05-14T18:16:36-04:00,2020-05-14 23:16:36+01:00
1,14njvirus-officer,sentence,0.0,0.0,,The Virus Killed an Officer.,BY MARIA CRAMER,New York,Article,News,"['Police', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']",,"['Roberts, Charles E (d 2020)']",['Glen Ridge (NJ)'],The Virus Killed an Officer. His Town Lined the Streets to Mourn Him.,"Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",2020-05-14T18:16:36-04:00,2020-05-14 23:16:36+01:00
2,14njvirus-officer,sentence,-0.4000000059604645,0.4000000059604645,,"His Town Lined the Streets to Mourn Him.. Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",BY MARIA CRAMER,New York,Article,News,"['Police', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']",,"['Roberts, Charles E (d 2020)']",['Glen Ridge (NJ)'],The Virus Killed an Officer. His Town Lined the Streets to Mourn Him.,"Charles Roberts, who died at age 45, was the “poster image” of a police officer, said a colleague in the New Jersey town where he worked for 20 years.",2020-05-14T18:16:36-04:00,2020-05-14 23:16:36+01:00
0,14xp-paralegal,document,0.0,0.6000000238418579,en,,BY CHRISTINE HAUSER,U.S.,Article,News,"['Drug Cartels', 'Smuggling']","['Drug Enforcement Administration', 'Zetas', 'Cartel del Noreste']","['Loya, Kimberly', 'Loya, Jennifer', 'Fernandez-Vasquez, Israel', 'Gustamante, Roland']",['San Antonio (Tex)'],"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say","Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",2020-05-14T18:15:20-04:00,2020-05-14 23:15:20+01:00
1,14xp-paralegal,sentence,-0.20000000298023224,0.20000000298023224,,"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say.",BY CHRISTINE HAUSER,U.S.,Article,News,"['Drug Cartels', 'Smuggling']","['Drug Enforcement Administration', 'Zetas', 'Cartel del Noreste']","['Loya, Kimberly', 'Loya, Jennifer', 'Fernandez-Vasquez, Israel', 'Gustamante, Roland']",['San Antonio (Tex)'],"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say","Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",2020-05-14T18:15:20-04:00,2020-05-14 23:15:20+01:00
